1482 19
1.0E+00 3.0E+00 4.0E+00 1.2E+01 1.4E+01 1.6E+01 2.0E+01 2.4E+01 2.8E+01 3.2E+01 3.6E+01 4.0E+01 4.4E+01 4.8E+01 5.6E+01 5.2E+01 5.4E+01 5.6E+01 5.6E+01 
1.0E+00 2.0E+00 2.0E+00 6.0E+00 7.0E+00 8.0E+00 1.0E+01 1.2E+01 1.4E+01 1.6E+01 1.8E+01 2.0E+01 2.2E+01 2.4E+01 2.4E+01 2.6E+01 2.6E+01 2.6E+01 2.8E+01 
   5.8217488538327198E+26    2.183074082E+05    2.261335526E-99    2.000000250E-99    2.313285187E-04    3.921275046E-11    2.293157398E-99   1.183546267E-12    3.490097614E-15    4.281179729E-15    1.012882143E-14    1.841384571E-15    1.446600397E-15    1.943700215E-15    2.744020319E-16    6.222904430E-16    8.061142024E-01    3.534576280E-16    1.027517828E-03    1.818490380E-01    1.300741128E-16
   1.1643498197069463E+27    2.750521597E+05    2.261220132E-99    2.000000250E-99    2.313640374E-04    3.922797569E-11    2.293854342E-99   1.184160166E-12    3.490482665E-15    4.281551695E-15    1.012972814E-14    1.841592534E-15    1.446720646E-15    1.943922789E-15    2.744346641E-16    6.223579893E-16    8.061063568E-01    3.534984876E-16    1.027602772E-03    1.818570681E-01    1.301097787E-16
   2.3286994830855979E+27    3.465484557E+05    2.261376789E-99    2.000000250E-99    2.314055184E-04    3.924573393E-11    2.294803327E-99   1.184876427E-12    3.490935756E-15    4.281993432E-15    1.013080527E-14    1.841839908E-15    1.446863523E-15    1.944187620E-15    2.744734966E-16    6.224383431E-16    8.060978239E-01    3.535470990E-16    1.027702337E-03    1.818658410E-01    1.301519925E-16
   4.6573987960028587E+27    4.366327177E+05    2.262457666E-99    2.000000255E-99    2.315126758E-04    3.929433328E-11    2.297471700E-99   1.186848520E-12    3.492025644E-15    4.282900603E-15    1.013300697E-14    1.842337653E-15    1.447153641E-15    1.944717923E-15    2.745511614E-16    6.225995691E-16    8.060413423E-01    3.536446352E-16    1.027975041E-03    1.819220999E-01    1.302458810E-16
   9.3147974392646891E+27    5.501407546E+05    2.280013648E-99    2.000000261E-99    2.316626940E-04    3.936183441E-11    2.310337556E-99   1.189588662E-12    3.493591825E-15    4.284264366E-15    1.013632214E-14    1.843091721E-15    1.447591154E-15    1.945522589E-15    2.746690738E-16    6.228439912E-16    8.059723190E-01    3.537925390E-16    1.028357700E-03    1.819911323E-01    1.303840808E-16
   1.8629594722655599E+28    6.931710467E+05    2.320854274E-99    2.000000270E-99    2.319009981E-04    3.946925175E-11    8.753188172E-99   1.193952953E-12    3.496085456E-15    4.286434020E-15    1.014159642E-14    1.844291734E-15    1.448287114E-15    1.946803148E-15    2.748567315E-16    6.232329511E-16    8.058626925E-01    3.540279214E-16    1.028966235E-03    1.821007844E-01    1.306040777E-16
   3.7259189282874184E+28    8.734144018E+05    2.386253370E-99    2.000000284E-99    2.322773768E-04    3.963914535E-11    5.499074870E-99   1.200862799E-12    3.500031957E-15    4.289862757E-15    1.014993118E-14    1.846188276E-15    1.449386762E-15    1.948827001E-15    2.751533262E-16    6.238476775E-16    8.056911458E-01    3.543999493E-16    1.029924781E-03    1.822723877E-01    1.309519398E-16
   7.4518378408780610E+28    1.100591207E+06    2.692263840E-99    1.999999921E-99    2.336839398E-04    4.033262840E-11    4.410704970E-99   1.229554041E-12    3.514930485E-15    4.301301986E-15    1.017767373E-14    1.852491435E-15    1.453011162E-15    1.955531515E-15    2.761364841E-16    6.258825582E-16    8.045538827E-01    3.556341405E-16    1.034151877E-03    1.834036166E-01    1.322120578E-16
   1.4903675667153204E+29    1.386962249E+06    3.819229533E-99    2.000000463E-99    2.348057759E-04    4.087487134E-11    5.155833375E-99   1.252111415E-12    3.527981897E-15    4.312938735E-15    1.020604052E-14    1.859056048E-15    1.456738662E-15    1.962550524E-15    2.771674394E-16    6.280078010E-16    8.039188508E-01    3.569237426E-16    1.037542960E-03    1.840424293E-01    1.334028523E-16
   2.9807351319047178E+29    1.748066964E+06    4.324643399E-99    2.000000498E-99    2.366730805E-04    4.176323544E-11    5.296464670E-99   1.288926637E-12    3.547930747E-15    4.328917392E-15    1.024480404E-14    1.867858885E-15    1.461824984E-15    1.971928332E-15    2.785423201E-16    6.308564357E-16    8.028681432E-01    3.586498596E-16    1.042455764E-03    1.850896975E-01    1.350952287E-16
   5.0495277662413641E+29    2.084657066E+06    7.951272015E-99    2.000000384E-99    2.390266592E-04    4.289483575E-11    6.284405501E-99   1.336134586E-12    3.573144257E-15    4.348479754E-15    1.029220314E-14    1.878594093E-15    1.468036381E-15    1.983356704E-15    2.802176943E-16    6.343296682E-16    8.015687039E-01    3.607547358E-16    1.048477810E-03    1.863834186E-01    1.371904297E-16
   7.1183204005780122E+29    2.338228687E+06    5.386147112E-99    2.000000022E-99    2.413574984E-04    4.403535813E-11    5.871398551E-99   1.384141022E-12    3.598503724E-15    4.367638073E-15    1.033858453E-14    1.889096465E-15    1.474104254E-15    1.994533149E-15    2.818565021E-16    6.377264660E-16    8.002811627E-01    3.628142623E-16    1.054396228E-03    1.876648643E-01    1.392647003E-16
   1.1255905669240372E+30    2.725680397E+06    4.016482605E-99    1.999999628E-99    2.444437523E-04    4.554745327E-11    5.801625868E-99   1.448056920E-12    3.631156118E-15    4.390442220E-15    1.039357101E-14    1.901383660E-15    1.481289982E-15    2.007575047E-15    2.837664115E-16    6.416996156E-16    7.986520040E-01    3.652210895E-16    1.061542952E-03    1.892792831E-01    1.417896611E-16
   1.9531076206565081E+30    3.278596733E+06    3.670921475E-99    1.999999699E-99    2.498414632E-04    4.837346398E-11    5.963654139E-99   1.570911794E-12    3.696539381E-15    4.439516225E-15    1.051251728E-14    1.928704583E-15    1.496777929E-15    2.036700474E-15    2.880468307E-16    6.505302511E-16    7.956885357E-01    3.705898628E-16    1.076209534E-03    1.922432006E-01    1.471568030E-16
