3208	15
1.0d0 1.0d0 4.0d0 12.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 52.0d0 56.0d0 
0.0d0 1.0d0 2.0d0 6.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 26.0d0 28.0d0 
   1.492490E+27   3.119795E+05   4.050367E-03   0.000000E+00   1.131517E-02   3.021242E-06   1.570022E-06   5.741103E-08   3.316292E-07   4.440313E-06   1.228350E-06   2.869728E-07   7.889647E-08   2.685136E-09   9.639482E-01   2.064481E-02   4.547826E-10
   5.182874E+27   4.724559E+05   4.049735E-03   6.118154E-25   1.131638E-02   3.021642E-06   1.570441E-06   5.742773E-08   3.317852E-07   4.443276E-06   1.229408E-06   2.872560E-07   7.899261E-08   2.688620E-09   9.639148E-01   2.067759E-02   4.557380E-10
   8.873257E+27   5.652100E+05   4.049137E-03   0.000000E+00   1.131752E-02   3.022018E-06   1.570836E-06   5.744342E-08   3.319320E-07   4.446065E-06   1.230405E-06   2.875228E-07   7.908318E-08   2.691902E-09   9.638834E-01   2.070849E-02   4.566390E-10
   1.625402E+28   6.915993E+05   4.048385E-03   0.000000E+00   1.131893E-02   3.022485E-06   1.571328E-06   5.746302E-08   3.321160E-07   4.449563E-06   1.231656E-06   2.878576E-07   7.919693E-08   2.696021E-09   9.638439E-01   2.074733E-02   4.577718E-10
   3.101556E+28   8.578764E+05   4.047156E-03   0.000000E+00   1.132124E-02   3.023245E-06   1.572131E-06   5.749496E-08   3.324159E-07   4.455273E-06   1.233698E-06   2.884044E-07   7.938283E-08   2.702754E-09   9.637792E-01   2.081088E-02   4.596264E-10
   6.053863E+28   1.072240E+06   4.045174E-03   0.000000E+00   1.132497E-02   3.024474E-06   1.573427E-06   5.754650E-08   3.328999E-07   4.464490E-06   1.236997E-06   2.892878E-07   7.968327E-08   2.713638E-09   9.636748E-01   2.091356E-02   4.626306E-10
   1.195848E+29   1.345608E+06   4.042014E-03   0.000000E+00   1.133092E-02   3.026434E-06   1.575493E-06   5.762860E-08   3.336721E-07   4.479211E-06   1.242271E-06   2.907010E-07   8.016450E-08   2.731078E-09   9.635072E-01   2.107832E-02   4.674626E-10
   2.361845E+29   1.688762E+06   4.037029E-03   0.000000E+00   1.134031E-02   3.029518E-06   1.578748E-06   5.775779E-08   3.348896E-07   4.502462E-06   1.250613E-06   2.929380E-07   8.092767E-08   2.758748E-09   9.632410E-01   2.134006E-02   4.751740E-10
   4.693841E+29   2.124186E+06   4.029128E-03   0.000000E+00   1.135516E-02   3.034383E-06   1.583883E-06   5.796134E-08   3.368141E-07   4.539321E-06   1.263870E-06   2.964972E-07   8.214534E-08   2.802931E-09   9.628154E-01   2.175859E-02   4.876009E-10
   9.212082E+29   2.661394E+06   4.016927E-03   0.000000E+00   1.137810E-02   3.041856E-06   1.591785E-06   5.827356E-08   3.397837E-07   4.596470E-06   1.284507E-06   3.020484E-07   8.405337E-08   2.872235E-09   9.621451E-01   2.241804E-02   5.073807E-10
